"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races"
"1600000US0639892","Lakewood city, California","80771","89","53175","991","28650","933","5810","713","109","84","14970","926","879","412","218","126","2539","549","97","93","2442","524","27596","985","11316","1048","317","216","268","125","474","191","56","61","12971","976","2194","498","1229","323","965","354"
"1600000US0651924","North Highlands CDP, California","48968","1708","36746","1629","23768","1430","6465","1118","206","144","3694","792","191","169","0","26","2422","517","52","72","2370","490","12222","1594","8623","1553","180","88","49","50","0","26","0","26","2648","757","722","370","232","128","490","318"
"1600000US0606518","Big Creek CDP, California","188","82","171","82","167","81","0","12","0","12","4","6","0","12","0","12","0","12","0","12","0","12","17","20","17","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0660984","Rio Vista city, California","8618","30","7897","346","6557","335","572","137","17","24","528","139","80","116","16","25","127","84","0","17","127","84","721","348","604","325","0","17","0","17","19","31","0","17","68","122","30","42","14","22","16","33"
"1600000US0608968","Burbank CDP, California","5252","401","2754","369","1773","231","57","48","0","17","538","206","51","60","144","231","191","118","21","23","170","113","2498","320","848","304","0","17","0","17","0","17","0","17","1549","375","101","77","62","57","39","44"
"1600000US0681708","Valle Vista CDP, California","16879","904","10799","825","8690","746","1076","567","115","105","381","212","0","19","21","32","516","220","16","26","500","224","6080","823","4061","721","13","16","194","195","1","3","0","19","1499","417","312","157","89","85","223","132"
"1600000US0664308","Salton Sea Beach CDP, California","355","240","271","183","271","183","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","84","94","84","94","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0617050","Crescent Mills CDP, California","287","202","271","198","191","123","0","12","80","92","0","12","0","12","0","12","0","12","0","12","0","12","16","23","0","12","0","12","0","12","0","12","0","12","16","23","0","12","0","12","0","12"
"1600000US0614498","Colfax city, California","2029","303","1839","293","1647","254","66","89","32","33","0","12","0","12","40","65","54","55","0","12","54","55","190","109","150","101","0","12","0","12","0","12","0","12","23","30","17","23","0","12","17","23"
"1600000US0668084","San Leandro city, California","90103","59","65549","1137","21010","1026","9257","1014","435","161","30819","1426","798","322","235","127","2995","530","21","26","2974","531","24554","1125","12943","1168","414","195","463","199","236","115","91","74","7498","1226","2909","548","1257","354","1652","468"
"1600000US0678890","Tomales CDP, California","253","109","253","109","197","94","0","12","0","12","22","34","0","12","0","12","34","50","0","12","34","50","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0611978","Castroville CDP, California","6686","617","727","282","544","296","35","44","0","17","124","67","0","17","0","17","24","21","0","17","24","21","5959","700","2408","678","6","10","0","17","0","17","0","17","3494","776","51","53","19","23","32","48"
"1600000US0636613","Interlaken CDP, California","7191","746","1930","304","1438","274","50","48","0","17","140","108","0","17","0","17","302","180","0","17","302","180","5261","739","2824","813","21","48","25","45","59","77","0","17","2141","744","191","127","79","94","112","86"
"1600000US0656120","Patterson Tract CDP, California","2351","614","759","283","376","139","0","12","0","12","364","235","0","12","0","12","19","33","0","12","19","33","1592","576","1073","464","0","12","0","12","102","172","0","12","337","309","80","124","80","124","0","12"
"1600000US0611446","Carpinteria city, California","13550","39","7452","419","6636","475","62","47","10","17","377","186","0","19","0","19","367","174","0","19","367","174","6098","419","3527","556","0","19","36","43","0","19","0","19","2309","621","226","218","204","217","22","36"
"1600000US0645022","Madera city, California","64362","43","14754","943","10129","934","2696","377","211","175","871","377","0","29","204","127","643","273","9","14","634","273","49608","948","31564","2205","84","81","415","351","142","135","0","29","16039","2012","1364","540","1062","498","302","232"
"1600000US0626067","French Valley CDP, California","33818","1460","24361","1372","15019","1302","2654","708","158","154","3845","764","357","328","33","45","2295","533","35","39","2260","539","9457","1147","5854","940","156","116","27","33","56","57","0","26","2648","797","716","276","634","263","82","76"
"1600000US0606000","Berkeley city, California","120926","46","107154","983","65056","1269","9551","706","346","131","24238","941","552","183","280","98","7131","589","384","215","6747","583","13772","982","6654","680","207","122","290","123","166","91","8","12","4506","669","1941","444","840","299","1101","301"
"1600000US0647822","Minkler CDP, California","1074","280","1022","252","993","262","0","12","29","49","0","12","0","12","0","12","0","12","0","12","0","12","52","82","52","82","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0686912","Yosemite Valley CDP, California","1110","312","881","278","732","258","30","41","0","12","98","78","0","12","0","12","21","29","0","12","21","29","229","132","132","121","0","12","0","12","0","12","0","12","90","77","7","15","7","15","0","12"
"1600000US0625058","Fort Bragg city, California","7298","37","4948","429","4489","414","74","62","85","51","86","78","13","23","0","17","201","137","13","21","188","134","2350","429","1348","263","0","17","7","11","0","17","0","17","866","440","129","113","64","75","65","91"
"1600000US0611754","Casmalia CDP, California","111","77","36","43","25","38","11","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","75","58","56","60","0","12","0","12","0","12","0","12","19","31","0","12","0","12","0","12"
"1600000US0622804","Escondido city, California","151115","64","72734","2073","53623","1928","3302","662","553","428","10032","951","380","213","299","226","4545","909","90","82","4455","889","78381","2075","58245","2583","352","188","944","416","325","173","49","44","16517","1761","1949","467","1197","362","752","252"
"1600000US0640998","Lee Vining CDP, California","89","76","81","76","72","82","5","11","0","12","4","12","0","12","0","12","0","12","0","12","0","12","8","13","8","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0651168","New Pine Creek CDP, California","71","58","53","42","53","42","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","18","28","0","12","0","12","0","12","0","12","0","12","0","12","18","28","0","12","18","28"
"1600000US0637554","Joshua Tree CDP, California","6980","903","5635","915","4931","883","91","85","11","18","121","84","41","66","0","17","440","370","242","357","198","116","1345","551","1165","537","0","17","0","17","0","17","0","17","107","108","73","75","13","21","60","72"
"1600000US0609066","Burlingame city, California","30459","43","26669","637","16750","717","470","178","1","3","7610","598","28","35","132","107","1678","352","0","26","1678","352","3790","635","1532","352","0","26","58","65","93","85","24","38","1611","429","472","193","300","148","172","133"
"1600000US0617162","Crestline CDP, California","9381","1010","7538","880","6764","861","220","157","181","167","98","93","0","17","21","34","254","256","0","17","254","256","1843","603","1567","612","21","34","2","4","0","17","0","17","143","129","110","90","94","89","16","25"
"1600000US0684144","West Carson CDP, California","22537","1024","14405","810","3680","487","2422","391","20","23","7647","567","80","86","39","59","517","198","0","23","517","198","8132","941","3603","681","31","36","14","22","34","33","0","23","3984","929","466","208","58","52","408","200"
"1600000US0614232","Clyde CDP, California","676","199","610","206","463","188","0","12","8","15","64","56","0","12","26","32","49","46","0","12","49","46","66","45","41","37","0","12","0","12","0","12","0","12","25","26","0","12","0","12","0","12"
"1600000US0649582","Mountain House CDP, California","15645","1415","13209","1397","3689","796","1479","863","0","19","6813","1104","72","92","18","29","1138","621","325","341","813","522","2436","926","1410","712","36","59","0","19","20","32","46","75","550","639","374","201","237","164","137","127"
"1600000US0654218","Orick CDP, California","296","114","289","112","234","94","0","12","34","33","0","12","0","12","0","12","21","18","0","12","21","18","7","15","7","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0629154","Gasquet CDP, California","620","233","559","211","483","219","0","12","28","35","0","12","0","12","0","12","48","58","0","12","48","58","61","77","23","40","0","12","0","12","0","12","0","12","0","12","38","65","12","22","26","44"
"1600000US0600135","Acalanes Ridge CDP, California","889","298","871","284","836","265","0","12","0","12","35","60","0","12","0","12","0","12","0","12","0","12","18","30","0","12","0","12","0","12","0","12","0","12","18","30","0","12","0","12","0","12"
"1600000US0636448","Indio city, California","88291","54","30363","1280","24963","1253","2175","867","155","142","2143","626","13","21","92","104","822","287","119","167","703","253","57928","1277","22252","2050","183","89","423","229","154","171","1","2","33124","1950","1791","557","1315","519","476","213"
"1600000US0618695","Del Rio CDP, California","1235","377","1037","288","845","286","0","12","0","12","179","126","0","12","0","12","13","20","0","12","13","20","198","233","198","233","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0650874","Nevada City city, California","3128","13","2914","97","2541","236","43","43","2","5","30","32","0","12","0","12","298","189","0","12","298","189","214","95","168","95","0","12","0","12","0","12","0","12","46","41","0","12","0","12","0","12"
"1600000US0639411","Lake Almanor Country Club CDP, California","302","93","294","93","289","94","0","12","0","12","0","12","0","12","0","12","5","10","0","12","5","10","8","9","8","9","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0644700","McArthur CDP, California","386","254","282","195","282","195","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","104","182","104","182","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0614736","Colma town, California","1450","289","848","220","374","103","51","50","0","12","371","165","0","12","11","15","41","29","0","12","41","29","602","191","365","167","0","12","5","7","12","13","0","12","109","60","111","98","72","93","39","28"
"1600000US0652526","Norwalk city, California","105886","51","31645","1160","10990","750","4270","716","260","141","14586","972","407","265","210","137","922","217","119","98","803","192","74241","1162","33913","2044","223","120","252","148","273","140","5","8","37510","2153","2065","437","1095","331","970","240"
"1600000US0628014","Fulton CDP, California","566","394","232","104","176","84","0","12","0","12","8","14","0","12","0","12","48","48","0","12","48","48","334","389","0","12","0","12","0","12","0","12","0","12","334","389","0","12","0","12","0","12"
"1600000US0656700","Perris city, California","76276","91","18309","1342","7049","979","7293","943","121","162","2764","593","0","29","95","87","987","425","27","32","960","422","57967","1354","16404","2008","264","188","346","285","240","172","60","82","39485","2263","1168","380","794","304","374","196"
"1600000US0658134","Ponderosa CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0608758","Buellton city, California","5092","21","3444","519","3238","501","21","28","6","9","41","42","0","17","0","17","138","119","0","17","138","119","1648","520","1377","400","0","17","0","17","0","17","0","17","228","285","43","62","0","17","43","62"
"1600000US0604870","Bell city, California","35809","29","2979","496","1965","347","533","282","18","39","256","144","55","85","0","26","152","165","0","26","152","165","32830","495","26736","940","19","21","196","135","17","27","14","21","5438","850","410","166","304","155","106","87"
"1600000US0648298","Mi-Wuk Village CDP, California","1133","459","894","338","894","338","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","239","234","169","168","0","12","0","12","0","12","0","12","70","74","0","12","0","12","0","12"
"1600000US0680952","Twain CDP, California","33","41","33","41","33","41","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0660102","Redwood City city, California","85217","66","53479","1214","36121","1134","1498","425","233","139","11929","821","717","322","272","147","2709","376","41","39","2668","369","31738","1215","13212","1165","115","106","394","239","299","185","20","30","16293","1721","1405","370","911","316","494","205"
"1600000US0621880","El Dorado Hills CDP, California","45599","1150","41074","1115","33208","1035","667","212","154","155","4890","516","186","196","139","135","1830","443","63","48","1767","436","4525","710","3608","685","47","54","43","44","27","40","0","26","568","263","232","146","120","87","112","109"
"1600000US0608338","Broadmoor CDP, California","5286","607","3653","699","1145","339","7","8","0","17","2436","592","0","17","0","17","65","63","0","17","65","63","1633","569","676","408","50","52","0","17","70","108","0","17","821","440","16","26","0","17","16","26"
"1600000US0644826","McFarland city, California","14456","23","698","231","447","204","147","73","9","16","17","21","5","12","0","19","73","51","0","19","73","51","13758","234","12511","446","6","8","29","40","0","19","0","19","1119","382","93","67","37","43","56","51"
"1600000US0631288","Grimes CDP, California","358","255","176","161","165","154","0","12","0","12","0","12","0","12","0","12","11","17","0","12","11","17","182","206","169","203","0","12","0","12","0","12","0","12","13","19","0","12","0","12","0","12"
"1600000US0600535","Airport CDP, California","1222","386","271","123","212","121","52","53","0","12","0","12","0","12","0","12","7","12","0","12","7","12","951","390","885","396","0","12","0","12","0","12","0","12","66","61","0","12","0","12","0","12"
"1600000US0603330","Avila Beach CDP, California","1273","285","1217","271","1125","254","0","12","0","12","53","81","0","12","0","12","39","56","0","12","39","56","56","87","0","12","0","12","0","12","0","12","0","12","30","45","26","42","26","42","0","12"
"1600000US0670098","Santa Rosa city, California","181038","56","121675","1477","99048","1668","3680","560","1260","308","9793","834","946","284","414","272","6534","805","105","106","6429","794","59363","1485","23692","2218","386","216","1627","606","164","111","22","35","28176","2403","5296","1028","2273","697","3023","699"
